vehicle_id,category,climatisation,color,condition,created_at,description,fuel_type,gearbox,klm_counter,mark,model,type,updated_at,year
3986,Standard,Bonne état,Jaune,Neuf,2024-12-25 16:18:21.491468,quaerat velit maxime iusto corrupti eos voluptate dolores ducimus dolor accusamus et amet id et reprehenderit qui suscipit tempore nisi adipisci aut itaque libero cumque natus est vel aut,Essence,Automatique,143547,Suzuki,SV650,Moto,2024-12-25 16:18:21.491472,2019
3987,Pick-up,Non fonctionnel,Violet,Occasion,2024-12-25 16:18:21.942602,aut animi et qui eveniet labore similique qui sed quos maxime impedit facilis eos asperiores quia culpa dignissimos laudantium deleniti odit saepe,Électrique,Semi-Automatique,52161,Toyota,Avalon,Voiture,2024-12-25 16:18:21.942609,1982
3988,Sport,Bonne état,Violet,Peu Endommagé,2024-12-25 16:18:22.39924,aliquid ullam adipisci ducimus voluptatem sed ad quibusdam laudantium nihil explicabo et dolorum minima asperiores vel commodi aut sequi ducimus illum omnis,Diesel,Automatique,172782,Audi,A1,Voiture,2024-12-25 16:18:22.399245,1970
3989,Electric,Non fonctionnel,Blanc,Peu Endommagé,2024-12-25 16:18:22.849547,quia quod eligendi consectetur laboriosam ab aspernatur sunt perspiciatis non est totam,Diesel,Semi-Automatique,93096,Suzuki,GSX-S750,Moto,2024-12-25 16:18:22.849553,1997
3990,Electric,Moyenne état,Violet,Neuf,2024-12-25 16:18:23.302214,excepturi eos qui aut veniam velit sint quibusdam exercitationem et facere,Essence,Automatique,21056,Indian,Vintage,Moto,2024-12-25 16:18:23.302222,2006
3991,Dual-Sport,Moyenne état,Orange,Neuf,2024-12-25 16:18:23.838366,ut dolor culpa suscipit nulla ut debitis illo optio aut sunt culpa,Diesel,Semi-Automatique,80948,Honda,Shadow Phantom,Moto,2024-12-25 16:18:23.838373,1984
3992,Dual-Sport,Non fonctionnel,Violet,Peu Endommagé,2024-12-25 16:18:24.368513,explicabo consequatur ut sequi autem necessitatibus perspiciatis est animi molestiae odio doloribus laboriosam voluptas animi ducimus qui deserunt,Électrique,Semi-Automatique,113626,BMW,R1250GS,Moto,2024-12-25 16:18:24.368528,2023
4019,Chopper,Moyenne état,Gris,Peu Endommagé,2024-12-25 16:18:39.16311,adipisci excepturi veniam eligendi hic enim non id inventore nostrum dignissimos qui commodi eius ad eligendi culpa qui,Diesel,Semi-Automatique,102750,Harley-Davidson,LiveWire,Moto,2024-12-25 16:18:39.163115,1989
3993,Sport,Mauvaise état,Orange,Peu Endommagé,2024-12-25 16:18:24.818016,rerum laborum repellat doloribus quas harum qui qui fugiat quos temporibus similique deleniti aliquam illum numquam et amet quasi id aut possimus nesciunt qui incidunt reprehenderit consequatur quo voluptas,Essence,Semi-Automatique,10701,Indian,Springfield,Moto,2024-12-25 16:18:24.818022,2011
3994,Electric,Mauvaise état,Jaune,Neuf,2024-12-25 16:18:25.267698,earum iste velit facere est non possimus ea id deserunt quia temporibus rem adipisci natus facere quia aut et quaerat molestiae consequatur quo dignissimos recusandae aut eum exercitationem,Hybride,Automatique,91406,Indian,Vintage,Moto,2024-12-25 16:18:25.267703,1974
3995,Touring,Mauvaise état,Blanc,Neuf,2024-12-25 16:18:25.717431,aut occaecati eos eveniet eaque magni autem ut porro sit dolores nesciunt,Essence,Manuel,115090,Harley-Davidson,Softail,Moto,2024-12-25 16:18:25.717436,1990
3996,Monospace,Très bonne état,Orange,Peu Endommagé,2024-12-25 16:18:26.169733,et consequatur ratione facere in quasi rem rem ut voluptatum similique vero illum qui dicta minima accusamus atque omnis natus eos repellendus omnis nihil nesciunt qui quod repellendus dolorem,Diesel,Automatique,49927,Chevrolet,Traverse,Voiture,2024-12-25 16:18:26.169739,1975
3997,Adventure,Bonne état,Rose,Occasion,2024-12-25 16:18:26.624902,labore ut unde consequatur cumque non sed et laboriosam autem inventore quia rerum animi dolorum nostrum minus id eum sunt rerum dolores nulla quaerat quos ut aliquam nisi quia quisquam ipsum eum architecto fuga facere odio odio perferendis,Essence,Automatique,134655,Kawasaki,Z650,Moto,2024-12-25 16:18:26.624908,1992
3998,SUV,Très bonne état,Rouge,Neuf,2024-12-25 16:18:27.134539,voluptates harum consectetur assumenda magnam nihil dolores saepe repellat soluta est molestias ullam et velit nulla sed recusandae ea in officiis dolor,Essence,Semi-Automatique,195556,Toyota,Corolla,Voiture,2024-12-25 16:18:27.134545,1981
3999,Electric,Moyenne état,Vert,Neuf,2024-12-25 16:18:27.589766,sit pariatur dolor saepe cumque illo sunt at autem numquam consequatur ipsum,Diesel,Automatique,31974,KTM,890 Duke R,Moto,2024-12-25 16:18:27.58977,2017
4000,Hatchback,Très bonne état,Rouge,Occasion,2024-12-25 16:18:28.039883,voluptatem blanditiis consequatur itaque beatae suscipit commodi ullam reprehenderit modi mollitia consequatur est cum temporibus rerum autem sint commodi et ut et,Électrique,Semi-Automatique,129044,BMW,Serie 2,Voiture,2024-12-25 16:18:28.039888,1986
4001,Crossover,Mauvaise état,Vert,Occasion,2024-12-25 16:18:28.49601,et tempore molestiae assumenda est quasi et sit sunt earum,Hybride,Manuel,3551,Ford,Escape,Voiture,2024-12-25 16:18:28.496015,1986
4002,Scooter,Bonne état,Noir,Peu Endommagé,2024-12-25 16:18:28.947597,expedita eligendi sapiente fuga similique fugit quis aperiam neque sunt,Essence,Semi-Automatique,135735,Yamaha,WR250R,Moto,2024-12-25 16:18:28.947601,1998
4003,Crossover,Très bonne état,Rose,Occasion,2024-12-25 16:18:29.422702,culpa ullam animi laudantium voluptas sit et itaque dolorum reiciendis qui id voluptates repellat repellendus ut soluta accusamus repellat dolorem numquam quas est enim nihil odit quo dicta eligendi totam non molestias quidem eaque,Essence,Semi-Automatique,2922,Hyundai,Kona,Voiture,2024-12-25 16:18:29.422708,2001
4004,Adventure,Bonne état,Vert,Peu Endommagé,2024-12-25 16:18:29.876436,numquam id molestiae ea nobis architecto non et nihil eos nihil accusantium aut quia commodi ea veniam quae fuga voluptate sit culpa expedita et est tenetur ut voluptatem repellat et tenetur aut ducimus magnam voluptatibus aut,Hybride,Automatique,158564,Yamaha,XSR900,Moto,2024-12-25 16:18:29.876442,1973
4005,Standard,Très bonne état,Violet,Occasion,2024-12-25 16:18:30.329506,pariatur doloribus animi qui rerum assumenda error cumque aut voluptatem in non explicabo officiis sunt quia ut vel iste et quaerat placeat consequatur officia aut libero laboriosam dignissimos dolore voluptatem nihil voluptas ea incidunt sed autem eos facilis,Diesel,Semi-Automatique,117780,Indian,FTR,Moto,2024-12-25 16:18:30.329513,1977
4006,Coupé,Très bonne état,Orange,Neuf,2024-12-25 16:18:30.784641,soluta libero et rerum voluptatum rem nostrum qui id voluptates nulla non laudantium enim nobis inventore et aut voluptatum tempora cupiditate quis corporis enim est qui ipsam laboriosam quo dignissimos quia,Hybride,Automatique,174858,Nissan,Leaf,Voiture,2024-12-25 16:18:30.784646,2011
4007,Adventure,Moyenne état,Rose,Peu Endommagé,2024-12-25 16:18:31.239223,rem distinctio fugit facilis optio quibusdam aliquid molestiae voluptatem sint id vero explicabo blanditiis iure doloremque voluptatum eum nisi dignissimos at sunt quas non,Diesel,Automatique,53771,Suzuki,SV650,Moto,2024-12-25 16:18:31.239225,1970
4008,Crossover,Mauvaise état,Rouge,Occasion,2024-12-25 16:18:32.243131,eius facilis cumque dolores cum dolorum esse labore tenetur doloremque eligendi officiis,Hybride,Automatique,125962,Chevrolet,Blazer,Voiture,2024-12-25 16:18:32.243132,2023
4009,Coupé,Très bonne état,Rose,Neuf,2024-12-25 16:18:33.513089,distinctio voluptas sit iste qui minima minus aut rem ducimus corrupti distinctio sed est id tempora itaque expedita incidunt vero fuga quod provident quia omnis repellat dolorem ut quos optio,Diesel,Automatique,94305,Chevrolet,Equinox,Voiture,2024-12-25 16:18:33.513097,1988
4010,Scooter,Non fonctionnel,Noir,Peu Endommagé,2024-12-25 16:18:34.582586,aut dignissimos numquam velit qui deleniti sed consectetur ratione atque aspernatur,Hybride,Automatique,64363,Indian,Vintage,Moto,2024-12-25 16:18:34.582592,1973
4011,Cruiser,Mauvaise état,Rose,Neuf,2024-12-25 16:18:35.07345,unde quod voluptas explicabo totam nobis aut enim quis consequuntur,Hybride,Automatique,134314,Honda,CBR1000RR,Moto,2024-12-25 16:18:35.073458,2004
4012,Adventure,Mauvaise état,Rose,Occasion,2024-12-25 16:18:35.545487,provident eum doloribus sed totam fuga aut ducimus aspernatur sit dolore eum reiciendis facere qui quos nihil est quas nihil sint iusto quos fugiat quia voluptatem tempora culpa omnis repellat molestiae sed,Hybride,Manuel,24115,Triumph,Thruxton,Moto,2024-12-25 16:18:35.545492,1988
4013,Hatchback,Non fonctionnel,Blanc,Neuf,2024-12-25 16:18:35.997501,eos magnam ut harum autem autem provident commodi ea officiis,Électrique,Automatique,178282,Nissan,Rogue,Voiture,2024-12-25 16:18:35.997509,2015
4014,Berline,Non fonctionnel,Jaune,Occasion,2024-12-25 16:18:36.455015,totam iste doloribus quisquam pariatur et odio optio est est ipsa harum inventore voluptas consequatur porro aspernatur odio repudiandae quas dicta reiciendis qui sed est quasi et excepturi quia non nemo at quaerat neque voluptates ipsa placeat sunt,Diesel,Automatique,161403,Hyundai,Tucson,Voiture,2024-12-25 16:18:36.455023,1998
4015,Roadster,Très bonne état,Rouge,Peu Endommagé,2024-12-25 16:18:36.971047,ex et quia eum neque praesentium quidem ullam deleniti minima eligendi dignissimos et aperiam adipisci consectetur quasi asperiores aut animi illum impedit eveniet voluptatibus nulla velit voluptatem minima voluptatem,Essence,Automatique,35825,Volkswagen,Polo,Voiture,2024-12-25 16:18:36.971054,2008
4016,Standard,Moyenne état,Rose,Occasion,2024-12-25 16:18:37.565639,qui aut sed aut quasi repudiandae illo in itaque dolorem illo sint ut eum alias esse adipisci blanditiis amet nisi aspernatur ex molestiae sit sed qui laudantium et a tempora enim illo itaque labore consequuntur non sit,Diesel,Automatique,188561,Ducati,Hypermotard,Moto,2024-12-25 16:18:37.565646,2002
4017,Touring,Non fonctionnel,Rouge,Occasion,2024-12-25 16:18:38.054537,sunt laboriosam atque ratione incidunt dolor et id et sit aspernatur tempora,Électrique,Semi-Automatique,143136,KTM,Duke 390,Moto,2024-12-25 16:18:38.054544,1997
4020,Dual-Sport,Mauvaise état,Orange,Occasion,2024-12-25 16:18:39.615147,sint et doloribus dolorum eaque debitis non qui dolorum vel in in facere in minima earum qui reiciendis est rerum culpa porro sed et expedita blanditiis omnis,Essence,Semi-Automatique,5739,Triumph,Speed Triple,Moto,2024-12-25 16:18:39.615151,2003
4021,Sport,Non fonctionnel,Blanc,Neuf,2024-12-25 16:18:40.068952,non ut rerum quas enim est quos officiis tenetur magni in molestias aliquam aut necessitatibus harum autem ut soluta nostrum deleniti,Hybride,Manuel,115729,Suzuki,DR-Z400SM,Moto,2024-12-25 16:18:40.068959,2004
4022,Crossover,Non fonctionnel,Jaune,Occasion,2024-12-25 16:18:40.521373,eius omnis officiis maiores accusamus sapiente ea molestiae soluta ab iure saepe in voluptatem maiores corrupti quisquam est fugit tempore,Électrique,Semi-Automatique,114872,Audi,Q3,Voiture,2024-12-25 16:18:40.521379,2001
4023,Utilitaire,Mauvaise état,Vert,Peu Endommagé,2024-12-25 16:18:40.972145,occaecati corrupti consequuntur distinctio alias placeat et officiis esse aliquid expedita ipsum rerum excepturi consequatur aut ut eaque quo blanditiis voluptate voluptatem harum accusantium aut porro non ducimus commodi,Essence,Manuel,191882,Audi,Q2,Voiture,2024-12-25 16:18:40.972151,2015
4024,Sport,Très bonne état,Gris,Peu Endommagé,2024-12-25 16:18:41.424312,nihil blanditiis necessitatibus quo laborum est vel eius natus dolores eum ea earum officiis debitis est sit ea quo perspiciatis dicta porro id cumque non beatae eius hic autem ullam dignissimos suscipit maxime voluptatem pariatur facere omnis cupiditate sunt,Diesel,Manuel,98859,Mercedes-Benz,Classe A,Voiture,2024-12-25 16:18:41.424319,2011
4025,Adventure,Moyenne état,Bleu,Peu Endommagé,2024-12-25 16:18:41.876914,quos cum beatae voluptate numquam ad enim vel labore id sint tempora distinctio omnis reprehenderit earum animi,Électrique,Manuel,139587,Yamaha,XSR900,Moto,2024-12-25 16:18:41.876918,2014
4026,Monospace,Très bonne état,Rouge,Occasion,2024-12-25 16:18:42.329013,sunt quos assumenda non et laudantium dolorum velit at nam ut enim ullam odio facilis unde qui enim earum ratione laudantium sed et asperiores qui quasi expedita sint ut odio veritatis beatae amet at excepturi consequatur pariatur dolorem,Diesel,Manuel,31200,Mercedes-Benz,Classe B,Voiture,2024-12-25 16:18:42.329021,2017
4027,Electric,Non fonctionnel,Noir,Occasion,2024-12-25 16:18:42.778534,sed eaque possimus nihil quas repudiandae iure eos voluptatem qui voluptates vel sunt officiis ut saepe non possimus praesentium qui exercitationem odio aspernatur dolorum amet qui quis cum tempore,Électrique,Semi-Automatique,37957,Honda,Gold Wing,Moto,2024-12-25 16:18:42.77854,1990
4028,Crossover,Non fonctionnel,Rose,Occasion,2024-12-25 16:18:43.316384,laudantium ex repellat fugit id enim et veniam ut sapiente et dicta rem voluptatem aspernatur voluptatibus numquam blanditiis tenetur architecto nemo nesciunt delectus sit rerum assumenda sint recusandae assumenda magni id repudiandae alias optio veritatis cum optio,Diesel,Semi-Automatique,40087,Mercedes-Benz,GLB,Voiture,2024-12-25 16:18:43.316391,1994
4029,Touring,Non fonctionnel,Orange,Occasion,2024-12-25 16:18:43.770852,qui repellat non sunt dolore magni porro accusamus iste quaerat quae et unde voluptatem delectus vitae iure fugiat excepturi ipsam voluptatem voluptatibus,Diesel,Manuel,107942,Harley-Davidson,Sportster,Moto,2024-12-25 16:18:43.770857,1979
4030,Touring,Bonne état,Orange,Occasion,2024-12-25 16:18:44.226284,odio rerum delectus voluptas eos dolor voluptatem laudantium voluptatem voluptas et,Essence,Manuel,82873,KTM,Freeride E-XC,Moto,2024-12-25 16:18:44.22629,1981
4031,Roadster,Non fonctionnel,Blanc,Neuf,2024-12-25 16:18:44.682369,assumenda rem quaerat minima beatae ab nam sed aperiam est porro voluptas nobis est,Essence,Automatique,58171,BMW,Serie 1,Voiture,2024-12-25 16:18:44.682371,2009
4032,Sport,Bonne état,Jaune,Neuf,2024-12-25 16:18:45.136613,atque facere molestiae vitae vel accusamus et eaque rem qui similique illo quaerat nisi voluptatibus consequatur ipsa aut est qui est ea aut et amet est nam rerum animi quia et officiis est minima,Électrique,Manuel,94356,Harley-Davidson,Trike,Moto,2024-12-25 16:18:45.136621,2021
4033,Touring,Bonne état,Noir,Occasion,2024-12-25 16:18:45.609887,blanditiis autem deleniti quam aut atque voluptatem provident quia cumque maxime est omnis incidunt pariatur quia et eos mollitia in nostrum sint eum quis doloribus qui hic perspiciatis voluptates omnis esse deleniti accusantium quas ut qui qui exercitationem,Hybride,Manuel,11812,Ducati,Panigale V4,Moto,2024-12-25 16:18:45.609895,1997
4034,Standard,Bonne état,Vert,Occasion,2024-12-25 16:18:46.605103,fugiat alias eaque praesentium beatae quas aut velit quo ipsum vitae ut assumenda alias rem quia itaque fugiat aut est eaque nihil voluptas aut deserunt voluptas recusandae accusantium ab quaerat et ducimus tempore vel nulla soluta id,Essence,Manuel,125939,Triumph,Daytona Moto2,Moto,2024-12-25 16:18:46.605109,2003
4035,Cruiser,Très bonne état,Rose,Neuf,2024-12-25 16:18:47.849294,quod culpa veritatis consectetur aliquam architecto harum et numquam omnis est non beatae magnam magni ea voluptatem officiis aperiam delectus eos est qui veniam cum commodi voluptatem commodi odit rerum blanditiis nihil consequuntur minima unde,Électrique,Manuel,28960,Ducati,XDiavel,Moto,2024-12-25 16:18:47.849303,1986
4036,Hatchback,Moyenne état,Bleu,Occasion,2024-12-25 16:18:49.11101,repellendus in consequatur perspiciatis ut labore et et vitae explicabo facilis rerum quis soluta,Essence,Semi-Automatique,63881,Nissan,Sentra,Voiture,2024-12-25 16:18:49.111017,1986
4037,Electric,Non fonctionnel,Noir,Occasion,2024-12-25 16:18:49.588639,sint mollitia excepturi facere sapiente qui natus nobis officiis aut quo eum necessitatibus temporibus rem hic vero deserunt ea voluptas aut,Hybride,Semi-Automatique,55429,Triumph,Bonneville,Moto,2024-12-25 16:18:49.588643,2021
4038,Touring,Mauvaise état,Rose,Occasion,2024-12-25 16:18:50.040725,quasi inventore consequatur occaecati voluptates sed consequuntur et autem ea dolores velit ipsa molestiae eveniet natus voluptatem est doloremque et odit unde et dolor recusandae quia maiores suscipit reprehenderit dicta nam facilis laudantium nulla qui,Électrique,Automatique,97315,Honda,CBR1000RR,Moto,2024-12-25 16:18:50.040731,1985
4039,Dual-Sport,Bonne état,Jaune,Occasion,2024-12-25 16:18:50.492895,praesentium saepe blanditiis in magnam non aliquam et excepturi at a et est autem dignissimos nisi nemo cum vitae suscipit qui molestiae nobis inventore et enim aut dignissimos culpa perferendis impedit sint,Hybride,Automatique,157202,Kawasaki,Ninja ZX-10R,Moto,2024-12-25 16:18:50.4929,2008
4040,Crossover,Non fonctionnel,Rose,Peu Endommagé,2024-12-25 16:18:50.94183,totam officia expedita repudiandae quidem quae dolorum expedita ea ex ut error et dolores nesciunt tempora saepe aut enim enim excepturi esse minus sapiente id tenetur et beatae,Électrique,Semi-Automatique,132324,Hyundai,Kona,Voiture,2024-12-25 16:18:50.941837,1995
4041,Dual-Sport,Moyenne état,Vert,Peu Endommagé,2024-12-25 16:18:51.399554,voluptas accusantium quisquam magnam mollitia id qui ea non mollitia est sint nemo dolores sed voluptatem perferendis ut optio reprehenderit omnis at unde commodi dolorem non sunt explicabo ut sequi quasi animi,Essence,Manuel,42042,Suzuki,V-Strom 650,Moto,2024-12-25 16:18:51.399559,1977
4042,Utilitaire,Très bonne état,Orange,Occasion,2024-12-25 16:18:51.85026,cupiditate tempore assumenda ut ut possimus nihil sunt optio quisquam exercitationem quaerat cum veniam provident magni quo aliquam voluptates quae ut iure error dolorum culpa eaque similique expedita id ullam consequatur velit porro illo eaque et,Essence,Automatique,189133,Honda,Passport,Voiture,2024-12-25 16:18:51.850264,2008
4043,Roadster,Très bonne état,Violet,Neuf,2024-12-25 16:18:52.301934,quia cumque enim voluptatem ratione in tenetur est eos et enim provident qui et repudiandae accusantium ipsum molestiae sed architecto enim corrupti voluptatem dicta inventore non excepturi facilis hic quae enim id repellendus perferendis libero,Électrique,Semi-Automatique,111772,Toyota,Corolla,Voiture,2024-12-25 16:18:52.301939,2023
4044,Pick-up,Moyenne état,Orange,Neuf,2024-12-25 16:18:52.751279,tempore rerum cum delectus cumque impedit nemo maiores et quo ut tempora autem aut cumque et perferendis nulla voluptatum et in ipsum quibusdam cumque illum ut praesentium fuga aperiam aut nam velit voluptatum aut reprehenderit ipsum,Diesel,Manuel,54534,Ford,Bronco,Voiture,2024-12-25 16:18:52.751287,1977
4045,Cafe Racer,Très bonne état,Orange,Peu Endommagé,2024-12-25 16:18:53.203742,nostrum eius ab ducimus cupiditate et nulla quae quos expedita et animi ab sed et accusamus ratione sunt,Électrique,Manuel,175628,Triumph,Thruxton,Moto,2024-12-25 16:18:53.203748,1982
4046,Chopper,Bonne état,Noir,Peu Endommagé,2024-12-25 16:18:53.652278,quos voluptatum quia ratione qui fugiat ipsam eos sint laudantium esse error eligendi ab est culpa ratione maiores voluptatem rerum est maiores et atque consequuntur enim qui distinctio voluptatem saepe eveniet et,Essence,Semi-Automatique,98961,Indian,Vintage,Moto,2024-12-25 16:18:53.652283,1987
4047,Monospace,Mauvaise état,Vert,Occasion,2024-12-25 16:18:54.106603,dolore earum aut odit quos voluptatem possimus velit dicta optio distinctio minima laborum dignissimos aut et sed nesciunt vel nam,Électrique,Manuel,18885,Chevrolet,Impala,Voiture,2024-12-25 16:18:54.10661,2023
4048,Monospace,Mauvaise état,Bleu,Occasion,2024-12-25 16:18:54.561184,accusamus unde veniam temporibus esse mollitia modi ratione labore nobis excepturi cumque exercitationem provident repellat error dolorum ut architecto sed repellat inventore id cumque nesciunt et distinctio doloribus molestiae qui reiciendis vitae perferendis,Essence,Semi-Automatique,42229,Chevrolet,Colorado,Voiture,2024-12-25 16:18:54.561187,1989
4049,Break,Mauvaise état,Vert,Neuf,2024-12-25 16:18:55.013144,cum itaque enim suscipit autem nostrum voluptatum maiores ut nulla quod rem consequatur perspiciatis,Diesel,Manuel,100190,Honda,Civic,Voiture,2024-12-25 16:18:55.013151,1978
4050,Cafe Racer,Moyenne état,Orange,Peu Endommagé,2024-12-25 16:18:55.466821,dicta aut reiciendis cupiditate nobis quia dolorem architecto nostrum deserunt fuga dolor qui accusamus eum hic qui et suscipit consequuntur impedit architecto eum tempora enim non modi velit sed voluptate aliquid vel illo,Hybride,Semi-Automatique,170038,Yamaha,FJR1300,Moto,2024-12-25 16:18:55.466827,1994
4051,Hatchback,Non fonctionnel,Jaune,Peu Endommagé,2024-12-25 16:18:55.916831,exercitationem quos molestiae sed quia aut nemo quae repellendus officia eveniet fugit sint aut,Diesel,Semi-Automatique,151238,BMW,Serie 1,Voiture,2024-12-25 16:18:55.916835,2014
4052,Electric,Mauvaise état,Blanc,Peu Endommagé,2024-12-25 16:18:56.368664,doloribus nesciunt incidunt cumque doloremque ut beatae quas quo nulla illo id et voluptatem labore suscipit aut soluta vel dolore quia sapiente enim architecto praesentium nesciunt similique autem tempore amet magni aperiam consequuntur dolor expedita aut magnam similique aspernatur,Essence,Semi-Automatique,74424,BMW,F900R,Moto,2024-12-25 16:18:56.368669,1999
4053,SUV,Moyenne état,Jaune,Neuf,2024-12-25 16:18:56.869431,ducimus adipisci neque est animi animi doloremque hic qui consectetur enim maiores fugiat mollitia possimus mollitia quae quos aut perferendis est nisi voluptate occaecati soluta neque,Essence,Semi-Automatique,41563,BMW,Serie 4,Voiture,2024-12-25 16:18:56.869436,2006
4054,Coupé,Bonne état,Violet,Occasion,2024-12-25 16:18:57.333885,nesciunt perferendis consequuntur tempora corrupti et nulla dolores eligendi alias et velit sed esse qui quia,Électrique,Automatique,83618,Volkswagen,Polo,Voiture,2024-12-25 16:18:57.33389,2007
4055,Sport,Très bonne état,Jaune,Occasion,2024-12-25 16:18:57.805915,repellendus molestiae odio est expedita ipsum delectus laudantium suscipit tenetur ut inventore iusto doloribus quasi sit qui modi ut sed mollitia odit facilis sint voluptatem fugit qui fuga id non laborum quaerat dolor impedit neque consequatur officia,Diesel,Manuel,17982,Yamaha,V Star 250,Moto,2024-12-25 16:18:57.80592,1977
4056,Monospace,Très bonne état,Jaune,Occasion,2024-12-25 16:18:58.266935,nihil repudiandae ipsum dolores praesentium ex sit quam incidunt nihil et praesentium et impedit omnis eaque voluptate aliquam maxime accusamus nihil,Électrique,Semi-Automatique,160511,Toyota,Tacoma,Voiture,2024-12-25 16:18:58.26694,1975
4057,Electric,Bonne état,Noir,Neuf,2024-12-25 16:18:58.720832,debitis est aliquid libero sed provident asperiores et aspernatur beatae perspiciatis corporis mollitia,Hybride,Manuel,133376,Suzuki,GSX-S750,Moto,2024-12-25 16:18:58.720838,1981
4058,Coupé,Bonne état,Orange,Neuf,2024-12-25 16:18:59.263011,harum quibusdam saepe esse quis molestiae aliquid voluptates libero culpa non,Diesel,Semi-Automatique,137573,Audi,Q3,Voiture,2024-12-25 16:18:59.263015,1982
4059,Pick-up,Bonne état,Jaune,Neuf,2024-12-25 16:18:59.734827,cupiditate laboriosam eveniet atque rem distinctio molestiae nihil nemo adipisci modi repellat,Électrique,Manuel,98437,Chevrolet,Silverado,Voiture,2024-12-25 16:18:59.734829,2014
4060,Crossover,Bonne état,Orange,Occasion,2024-12-25 16:19:00.633093,autem necessitatibus aut aut sit consequatur omnis molestias iusto earum at rerum cupiditate quia totam ea et deserunt exercitationem cum tenetur est aut nulla et illum itaque exercitationem perspiciatis facere enim aut in temporibus quidem facilis non dolor,Diesel,Manuel,58815,Honda,Insight,Voiture,2024-12-25 16:19:00.633102,2018
4061,Hatchback,Moyenne état,Rouge,Neuf,2024-12-25 16:19:01.905806,cupiditate voluptatem aliquid in occaecati repellendus voluptatibus sint possimus velit qui expedita aut accusantium ipsum nihil aut tenetur commodi rerum aut ab ut eligendi et aut sed consequatur aut odit vero explicabo magni quam et debitis,Diesel,Manuel,54559,Honda,CR-V,Voiture,2024-12-25 16:19:01.905813,1998
4062,SUV,Très bonne état,Gris,Occasion,2024-12-25 16:19:03.061467,assumenda molestias autem vero tempore atque minus aliquid optio molestias illum beatae esse consequuntur vero ducimus quaerat nulla voluptatem natus quae aliquid voluptates dolorem qui et et soluta qui voluptas in magni,Diesel,Automatique,107197,Chevrolet,Malibu,Voiture,2024-12-25 16:19:03.061475,2015
4063,Crossover,Non fonctionnel,Jaune,Peu Endommagé,2024-12-25 16:19:03.612349,omnis numquam et dolorum aut consequatur culpa accusantium molestiae saepe qui est omnis,Diesel,Automatique,116123,Audi,Q3,Voiture,2024-12-25 16:19:03.612356,1997
4064,Adventure,Bonne état,Noir,Peu Endommagé,2024-12-25 16:19:04.070686,inventore et deserunt corrupti amet dolore non fugit nihil voluptatem assumenda et voluptatibus rem odio quo soluta,Électrique,Manuel,70244,Honda,CBR600RR,Moto,2024-12-25 16:19:04.070692,1988
4065,Sport,Mauvaise état,Vert,Peu Endommagé,2024-12-25 16:19:04.529635,neque veritatis incidunt sint quia in deserunt excepturi quis cum qui ut perferendis dolorem esse non iusto quo perspiciatis non et iure expedita quos labore laborum fugit illum quis error harum sint,Hybride,Manuel,6693,Kawasaki,Ninja H2,Moto,2024-12-25 16:19:04.529637,2004
4066,Crossover,Très bonne état,Orange,Peu Endommagé,2024-12-25 16:19:04.984758,nulla iure expedita perferendis architecto cupiditate illum et ad perspiciatis molestiae,Hybride,Semi-Automatique,81157,Honda,CR-V,Voiture,2024-12-25 16:19:04.984764,1992
4067,Berline,Mauvaise état,Violet,Peu Endommagé,2024-12-25 16:19:05.435696,adipisci incidunt architecto iusto ut placeat ea totam in aut aut in ipsam sunt et eos provident voluptatem magnam dolorem quae nesciunt rem et quo quasi,Essence,Manuel,198984,Mercedes-Benz,CLS,Voiture,2024-12-25 16:19:05.435702,1990
4068,Sport,Très bonne état,Gris,Neuf,2024-12-25 16:19:05.887691,veritatis et harum aut explicabo quia nesciunt esse et facilis rerum beatae optio tenetur eum tenetur autem architecto adipisci vel rerum et aspernatur et sint,Essence,Semi-Automatique,10371,BMW,Serie 2,Voiture,2024-12-25 16:19:05.887696,1988
4069,Cafe Racer,Bonne état,Rouge,Occasion,2024-12-25 16:19:06.344018,doloremque modi dolorem fugiat quia quia repudiandae perferendis repellendus modi laborum labore officiis cupiditate repellendus,Électrique,Semi-Automatique,92263,Triumph,Scrambler 1200,Moto,2024-12-25 16:19:06.344024,2016
4070,Cruiser,Moyenne état,Jaune,Peu Endommagé,2024-12-25 16:19:06.836952,laborum optio nisi magni debitis natus nihil non quia laboriosam beatae ipsum atque quod aut quis explicabo saepe magnam ut temporibus ullam,Essence,Automatique,85556,Triumph,Trident 660,Moto,2024-12-25 16:19:06.836957,1988
4071,Touring,Bonne état,Rouge,Neuf,2024-12-25 16:19:07.297265,explicabo ut quaerat voluptate amet temporibus aliquam adipisci explicabo omnis aliquid laudantium voluptate voluptatem et eos cupiditate aut expedita officiis inventore porro dolores modi nemo sit corporis laudantium quod qui quo alias eligendi hic provident minima iure,Électrique,Manuel,108273,Ducati,XDiavel,Moto,2024-12-25 16:19:07.29727,2014
4072,Sport,Moyenne état,Noir,Occasion,2024-12-25 16:19:07.749138,quos qui quae velit doloremque dolorum odit architecto vel sed provident sequi a adipisci beatae,Diesel,Automatique,42586,Indian,Chief,Moto,2024-12-25 16:19:07.749145,2008
4073,Electric,Moyenne état,Vert,Occasion,2024-12-25 16:19:08.201818,quibusdam culpa culpa ab in eos cum ex numquam alias porro et,Électrique,Manuel,93360,Kawasaki,Z900,Moto,2024-12-25 16:19:08.201823,2006
